DEBUG    automation_framework.pages.keywords.products_keywords:products_keywords.py:20 ProductsKeywords initialized
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:129 Retrieved cart item 6: name='Test.allTheThings() T-Shirt (Red)', desc='This classic Sauce Labs t-shirt is perfect to wear when cozying up to your keyboard to automate a fe', price='$15.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:130 Retrieved 6 cart items
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:29 Validating cart items
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 1: name='Sauce Labs Fleece Jacket', desc='It's not every day that you come across a midweight quarter-zip fleece jacket capable of handling ev', price='$49.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 2: name='Sauce Labs Onesie', desc='Rib snap infant onesie for the junior automation engineer in development. Reinforced 3-snap bottom c', price='$7.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 3: name='Sauce Labs Bolt T-Shirt', desc='Get your testing superhero on with the Sauce Labs bolt T-shirt. From American Apparel, 100% ringspun', price='$15.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 4: name='Sauce Labs Backpack', desc='carry.allTheThings() with the sleek, streamlined Sly Pack that melds uncompromising style with unequ', price='$29.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 5: name='Sauce Labs Bike Light', desc='A red light isn't the desired state in testing but it sure helps when riding your bike at night. Wat', price='$9.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 6: name='Test.allTheThings() T-Shirt (Red)', desc='This classic Sauce Labs t-shirt is perfect to wear when cozying up to your keyboard to automate a fe', price='$15.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:42 All 6 cart items validated successfully
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:45 Clicking checkout button
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:48 Navigated to checkout information page
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:51 Filling checkout information
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:55 Filled checkout info: first_name='John', last_name='Doe', zip_code='12345'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:56 Checkout information filled
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:59 Proceeding to checkout overview
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:62 Navigated to checkout overview
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:65 Verifying checkout overview
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:29 Validating cart items
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 1: name='Sauce Labs Fleece Jacket', desc='It's not every day that you come across a midweight quarter-zip fleece jacket capable of handling ev', price='$49.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 2: name='Sauce Labs Onesie', desc='Rib snap infant onesie for the junior automation engineer in development. Reinforced 3-snap bottom c', price='$7.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 3: name='Sauce Labs Bolt T-Shirt', desc='Get your testing superhero on with the Sauce Labs bolt T-shirt. From American Apparel, 100% ringspun', price='$15.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 4: name='Sauce Labs Backpack', desc='carry.allTheThings() with the sleek, streamlined Sly Pack that melds uncompromising style with unequ', price='$29.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 5: name='Sauce Labs Bike Light', desc='A red light isn't the desired state in testing but it sure helps when riding your bike at night. Wat', price='$9.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:41 Validated cart item 6: name='Test.allTheThings() T-Shirt (Red)', desc='This classic Sauce Labs t-shirt is perfect to wear when cozying up to your keyboard to automate a fe', price='$15.99'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:42 All 6 cart items validated successfully
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:70 Verified payment information: 'SauceCard #31337'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:73 Verified shipping information: 'Free Pony Express Delivery!'
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:78 Calculated totals: item_total=129.94, tax=10.40, total=140.34
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:83 All totals verified successfully
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:84 Checkout overview verified
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:87 Finishing checkout
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:92 Checkout completed successfully
INFO     automation_framework.pages.keywords.cart_and_checkout_keywords:cart_and_checkout_keywords.py:97 Navigated back to inventory from checkout complete
INFO     automation_framework.pages.keywords.burger_menu_keywords:burger_menu_keywords.py:45 Opening burger menu
INFO     automation_framework.pages.keywords.burger_menu_keywords:burger_menu_keywords.py:53 Burger menu opened and overlay visible
INFO     automation_framework.pages.keywords.burger_menu_keywords:burger_menu_keywords.py:87 Clicking Reset App State
INFO     automation_framework.pages.keywords.burger_menu_keywords:burger_menu_keywords.py:92 Reset App State completed and cart badge cleared/hidden
